 agálaš __ A __  ihkálasj
 dárbbašmeahttun __ A __  dåssjedibme
 dárogielat __ A __  dárogielak
 dárogiel __ A __  dárogiella
 dásseárvosaš __ A __  avtaárvvusasj
 dásseárvosaš __ A __  dássásasj
 eahpedievaslaš __ A __  iehpedievalasj
 eahpeduohta __ A __  iehpeduohta
 eahpedábálaš __ A __  sierralágásj
 eahpeformálalaš __ A __  iehpeformálla
 eahpelunddolaš __ A __  iehpeluondulasj
 eahpevissis __ A __  iehpevisses
 eahpevuoiggalaš __ A __  uriektesferduk
 eahpečielggas __ A __  iehpetjielgas
 eakti __ A __  oalle
 eaktodáhtolaš __ A __  iesjmiellusasj
 eanas __ A __  ienemusoasse
 eanaš __ A __  ienemusoasse
 earálágan __ A __  ietjálágásj
 eatnigielat __ A __  iednegielak
 eaŋgals __ A __  ieŋŋils
 eaŋkil __ A __  avtagerdak
 ehtalaš __ A __  etihkalasj
 ekstrema __ A __  ekstriebma
 elektrihkalaš __ A __  elektrisitiehtalasj
 elektronihkalaš __ A __  elektronihkalasj
 erenoamášpedagogalaš __ A __  sierrapedagogijjalasj
 estehtalaš __ A __  estetihkalasj
 etihkalaš __ A __  etihkalasj
 etnalašvuohta __ A __  tjerdalasjvuohta
 etnalaš __ A __  tjerdalasj
 etnihkalaš __ A __  etnisitiehtalasj
 etnográfalaš __ A __  etnografijjalasj
 etnologalaš __ A __  etnografijjalasj
 eurohpalaš __ A __  europalasj
 evttolaš __ A __  evtulasj
 eŋgelasgielat __ A __  ieŋŋilsgielak
 eŋgelas __ A __  ieŋŋils
 falli __ A __  jåhtel
 fasti __ A __  vasste
 fiktiiva __ A __  fiktijvva
 fiskat __ A __  tjáhppisruodná
 fiskat __ A __  visská
 fonehtalaš __ A __  fonetihkalasj
 formálalaš __ A __  formálla
 friija __ A __  friddja
 fuotni __ A __  fuonos
 fylkkagielddalaš __ A __  fylkkagieldalasj
 fylkkasuohkanlaš __ A __  fylkkagieldalasj
 fysalaš __ A __  rubbmelasj
 fágagirjjálašvuohta __ A __  fáhkagirjálasjvuohta
 fágaidgaskasaš __ A __  fágajgasskasasj
 fágalaš __ A __  fágalasj
 fáhkka __ A __  hæhkka
 fámohisvuohta __ A __  fábmogisvuohta
 gaskaboddosaš __ A __  båddåsasj
 gaskaboddosaš __ A __  gasskaájggásasj
 gaskamearálaš __ A __  gasskamærrásasj
 gassat __ A __  gasuk
 geafi __ A __  hædjo
 geahpas __ A __  gæhppat
 geahppadit __ A __  gæhppadit
 geainnoheapme __ A __  rahtedibme
 gearggus __ A __  gergas
 geatnegahttojuvvon __ A __  bákkulasj
 geatnegahtton __ A __  bákkulasj
 geavatlaš __ A __  praktihkalasj
 gelddolaš __ A __  geldulasj
 genetihkalaš __ A __  genetihkalasj
 geográfalaš __ A __  geografijjalasj
 geologalaš __ A __  geologijjalasj
 gielddalaš __ A __  gieldalasj
 giellafágalaš __ A __  giellafágalasj
 giellahistorjjálaš __ A __  giellahiståvrålasj
 giellasosiologalaš __ A __  giellasosiologijjalasj
 giellateknologalaš __ A __  giellateknologijjalasj
 gierdameahttunvuohta __ A __  gierddamahtesvuohta
 gierdavaš __ A __  gierddis
 giitemeahttun __ A __  gijtodibme
 giitevašvuohta __ A __  gijttevasjvuohta
 giitevaš __ A __  gijttevasj
 girjjálašvuohta __ A __  girjálasjvuohta
 globála __ A __  globálla
 golmmajahkásaš __ A __  gålmåjagák
 govdat __ A __  gåbdde
 greikalaš __ A __  grehka
 guhkesjuolggat __ A __  guhkajuolgak
 guhkessoajat __ A __  guhkasasák
 guhkesvuovttat __ A __  guhkavuoptak
 guhkesáigásaš __ A __  guhkesájggásasj
 guhkilmas __ A __  guhkálasj
 guhkit __ A __  guhkebut
 guoddevaš __ A __  guoddel
 guollái __ A __  guollá
 guoros __ A __  guoros
 guorus __ A __  guoros
 guovttebealat __ A __  guovtebelak
 guovttegeardásaš __ A __  guovtegerdak
 guovttegielat __ A __  guovtegielak
 guovttejahkásaš __ A __  guovtejagák
 guovttejahkásaš __ A __  guovtejahkásasj
 guovttekultuvrralaš __ A __  guovtekultuvralasj
 guovttelágaš __ A __  guovtelágásj
 gurut __ A __  gåro
 guvgesruoksat __ A __  guovggisruoppsat
 guvllolaš __ A __  guovlulasj
 guđajahkásaš __ A __  gudájagák
 guđajahkásaš __ A __  gudájahkásasj
 gánnáhahtti __ A __  mávsán
 gáržžesvuohta __ A __  gártjesvuohta
 gávvilisvuohta __ A __  gávvelisvuohta
 gážžár __ A __  naják
 hearki __ A __  rassje
 hearvái __ A __  herluk
 hearvásvuohta __ A __  herlukvuohta
 heivemeahttun __ A __  hiebalgahtes
 heivvolaš __ A __  hiebalasj
 hierárkkalaš __ A __  hierarkijjalasj
 hálddahuslaš __ A __  háldulasj
 hárve __ A __  vuorjját
 hárvvis __ A __  vuorjjá
 ideologalaš __ A __  idiologijjalasj
 iešguđegelágan __ A __  iesjguhtiklágásj
 iešguđetlágan __ A __  iesjguhtiklágásj
 iešheanalaš __ A __  iesjrádálasj
 ihtáš __ A __  ihttásj
 imaš __ A __  imáj
 individuála __ A __  indivijdalasj
 informatiiva __ A __  informatijva
 innovatiiva __ A __  innovatijvva
 ipmilbalolašvuohta __ A __  jubmelbalulasjvuohta
 ipmilbalolaš __ A __  jubmelbalulasj
 ipmilmeahttun __ A __  jubmelahtes
 ipmirdahtti __ A __  dádjadahtte
 issoras __ A __  sieldes
 jagáš __ A __  jagásj
 jahkásaš __ A __  jagák
 jallat __ A __  jallat
 jaskat __ A __  sjávodibme
 jeagoheapme __ A __  gullogahtes
 jienaheapme __ A __  jienadibme
 joavdelas __ A __  joavddelasj
 jođánit __ A __  jåhtelit
 jođán __ A __  jåhtel
 jugahahtti __ A __  jugádahtte
 juohkebeaivválaš __ A __  bæjválasj
 juohkelágan __ A __  juohkkalágásj
 juonalašvuohta __ A __  sluogasvuohta
 juovvái __ A __  juovvá
 juridihkalaš __ A __  juridihkalasj
 juvddálaš __ A __  juvdá
 jáhkehahttivuohta __ A __  åskåldisvuohta
 jáhkehahtti __ A __  jáhkedahtes
 jáhkehahtti __ A __  jáhkedahtte
 jáhkkemeahttun __ A __  jáhkedahtte
 jáhkkevaš __ A __  jáhkkevasj
 jállu __ A __  jállo
 jámma __ A __  aktelasj
 jávohisvuohta __ A __  sjávodisvuohta
 klassihkalaš __ A __  klassihkalasj
 kognitiivvalaš __ A __  kognitijva
 konkrehtalaš __ A __  konkriehtta
 konkrehta __ A __  konkriehtta
 konservatiiva __ A __  konservatijva
 kreatiiva __ A __  kreatijvva
 kristtalaš __ A __  risstalasj
 kritihkalaš __ A __  lájttális
 kronologalaš __ A __  kronologijjalasj
 kultuvrralaš __ A __  kultuvralasj
 lagamus __ A __  lagámusá
 lagamuš __ A __  lagámusá
 lagat __ A __  lagábut
 lestadialaš __ A __  læstadiánalasj
 lestadiánalaš __ A __  læstadiánalasj
 lestadiána __ A __  læstadiánalasj
 liekkusvuohta __ A __  liekkosvuohta
 lihkuhisvuohta __ A __  vuorbedisvuohta
 logahahtti __ A __  lågådahtte
 luohtehahtti __ A __  luohtedahtte
 luovus __ A __  luovas
 lágahisvuohta __ A __  lágadisvuohta
 láittas __ A __  guhkálasj
 láittihahtti __ A __  lájtedahtte
 láivi __ A __  slájvve
 maŋit __ A __  maŋep
 mearihisvuohta __ A __  muttodisvuohta
 medisiinnalaš __ A __  medisijnalasj
 mekánalaš __ A __  mekanihkalasj
 miellagiddevaš __ A __  miellagiddis
 miellagiddevaš __ A __  mielludahtte
 mobiila __ A __  mobijlla
 mohkkái __ A __  målkak
 molssaektosaš __ A __  vejulasj
 morfologalaš __ A __  morfologijjalasj
 morálalaš __ A __  morálalasj
 movttet __ A __  måvtuk
 máilmmiviidosaš __ A __  væráltvijddásasj
 mánáheapme __ A __  mánádibme
 máŋggabealat __ A __  moattebelak
 máŋggagielalaš __ A __  moattegielak
 máŋggakultuvrralaš __ A __  moattekultuvralasj
 máŋggalágan __ A __  moattelágásj
 nammasaš __ A __  nammasasj
 nationálalaš __ A __  nasjåvnålasj
 nationála __ A __  nasjåvnålasj
 našuvnnalaš __ A __  nasjåvnålasj
 negatiiva __ A __  negatijvva
 negatiivvalaš __ A __  negatijvva
 njealječiegat __ A __  nieljetjiegak
 njuolgat __ A __  njuolgga
 njálggat __ A __  njálgge
 njálggat __ A __  njálguk
 njálggis __ A __  njálgge
 njálmmálaš __ A __  njálmálasj
 norgalaš __ A __  dáro
 nuppát __ A __  nuppát
 nággár __ A __  narik
 nálleideologalaš __ A __  nálleidiologijjalasj
 oadjebas __ A __  stádes
 oaidnemeahttun __ A __  vuojnnemahtes
 oainnus __ A __  vuojnos
 oanehaš __ A __  oanegasj
 oanehaš __ A __  ånigasj
 oasálaš __ A __  oasálasj
 oktagaslaš __ A __  ájnegasj
 oktageardán __ A __  avtagærddásasj
 olgeš __ A __  oalges
 olgguldas __ A __  ålgop
 olgoriikalaš __ A __  ålggorijkalasj
 ollesárvosaš __ A __  dievalasj
 ollesšattot __ A __  ållessjattuk
 ollislaččat __ A __  åbbålattjat
 olu __ A __  ållo
 oppalaš __ A __  åbbålasj
 oppalaččat __ A __  åbbålattjat
 originála __ A __  originálla
 ortográfalaš __ A __  ortografijjalasj
 oruhahtti __ A __  årodahtte
 oránša __ A __  oránssja
 oskkáldas __ A __  åskåldis
 otná __ A __  udnásj
 otnáš __ A __  udnásj
 ovccijahkásaš __ A __  avtsejagák
 ovccijahkásaš __ A __  avtsejahkásasj
 ovddasvástideaddji __ A __  åvdåsvásstediddje
 ovddet __ A __  åvdep
 ovddit __ A __  åvdep
 ovttabealat __ A __  avtabelak
 ovttadássásaš __ A __  dássásasj
 ovttageardásaš __ A __  avtagærddásasj
 ovttagielat __ A __  avtagielak
 ovttajahkásaš __ A __  jagák
 ovttajahkásaš __ A __  jahkásasj
 ovttalágan __ A __  sæmmilágásj
 ovttalágaš __ A __  avtalágásj
 ovttaárvosaš __ A __  avtaárvulasj
 ođđaáigásaš __ A __  ådåájggásasj
 parlamentáralaš __ A __  parlamentalasj
 pedagogalaš __ A __  pedagogijjalasj
 poehtalaš __ A __  poesijjalasj
 positiiva __ A __  positijvva
 positiivvalaš __ A __  poesijjalasj
 praktihkalaš __ A __  praktihkalasj
 primára __ A __  primærra
 prinsihpalaš __ A __  prinsihpalasj
 priváhtalaš __ A __  priváhtta
 priváhta __ A __  priváhtta
 produktiiva __ A __  produktijvva
 produktiivvalaš __ A __  produktijvva
 psyhkalaš __ A __  psykalasj
 psykososiála __ A __  psykososiálla
 rasisttalaš __ A __  rasistalasj
 regionálalaš __ A __  regionálla
 regionála __ A __  regionálla
 relevánta __ A __  relevánnta
 rievttálaš __ A __  rievtuk
 rihča __ A __  bitjes
 riikkaviidosaš __ A __  rijkavijddásasj
 rikkis __ A __  boanndá
 risttalašvuohta __ A __  risstalasjvuohta
 risttalaš __ A __  risstalasj
 roavis __ A __  ruobes
 ropmi __ A __  vasste
 rumašlaš __ A __  rubbmelasj
 ruoksat __ A __  ruoppsat
 ruonas __ A __  ruodnat
 ruoná __ A __  ruodná
 ruovas __ A __  ruobes
 ruoššagielat __ A __  ruossjagielak
 ruvdnosaš __ A __  kråvnnåsasj
 ruđalaš __ A __  rudálasj
 rádioaktiivvalaš __ A __  radioaktijvva
 ráfeheapme __ A __  ráfedibme
 ráfálaš __ A __  ráfálasj
 ráhkislaš __ A __  gieres
 ráhkis __ A __  gieres
 rájákeahtes __ A __  rájádis
 ránis __ A __  rávvat
 rávis __ A __  ållessjattuk
 seammalágan __ A __  sæmmilágásj
 seammalágaš __ A __  sæmmilágásj
 searat __ A __  sávresvuohta
 searra __ A __  sávrre
 seavdnjat __ A __  sjævnnjat
 seksuálalaš __ A __  seksuálalasj
 seksuála __ A __  seksuálalasj
 sekundára __ A __  sekundærra
 semantihkalaš __ A __  semantihkalasj
 servodatfágalaš __ A __  sebrudakfágalasj
 servodatlaš __ A __  sebrudakdiedalasj
 sesttolaš __ A __  sestulasj
 sevdnjesalit __ A __  tjáhppisalek
 sierralágan __ A __  sierralágásj
 sierranas __ A __  sierra
 sihkar __ A __  sihkar
 siskkáldas __ A __  sissŋálasj
 sisriikkalaš __ A __  sisrijkalasj
 sivaheapme __ A __  sivádibme
 siviila __ A __  sivijlla
 smávis __ A __  smávve
 somá __ A __  suohtas
 sorjjasmeahttun __ A __  iesjrádálasj
 sosiokultuvrralaš __ A __  sosiokultuvralasj
 sosiolingvisttalaš __ A __  sosiolingvistalasj
 sosiálalaš __ A __  sosiálla
 sosiála __ A __  sosiálla
 spontána __ A __  spontádna
 spánskalaš __ A __  spánsska
 statistihkalaš __ A __  statistihkalasj
 strategalaš __ A __  strategijjalasj
 stuoris __ A __  stuorak
 stáđisvuohta __ A __  stajgukvuohta
 subjektiivvalaš __ A __  subjektijvva
 suhkkesvuovttat __ A __  suohkkisvuoptak
 sullasaš __ A __  muodugasj
 suohkanlaš __ A __  gieldalasj
 suollemasvuohta __ A __  suollevis
 suomagielat __ A __  suomagielak
 suomaugralaš __ A __  suoma-ugralasj
 surgatlaš __ A __  surgulasj
 surgat __ A __  sieldes
 suttolaš __ A __  suttulasj
 syntehtalaš __ A __  syntetalasj
 syntávssalaš __ A __  syntávsalasj
 systemáhtalaš __ A __  systematihkalasj
 sámegiel __ A __  sámegiella
 sávahahtti __ A __  sávadahtte
 teknihkalaš __ A __  teknihkalasj
 teknologalaš __ A __  teknologijjalasj
 temáhtalaš __ A __  tiemálasj
 teorehtalaš __ A __  teorijjalasj
 ulbmilaš __ A __  ulmmelasj
 ultravioleahtta __ A __  ultraviolehta
 unohas __ A __  unugis
 urálalaš __ A __  urálalasj
 valljugasvuohta __ A __  valjesvuohta
 valljugas __ A __  vallje
 varraruoksat __ A __  varraruoppsat
 veadjemeahttun __ A __  máhtodibme
 veahkaválddálaš __ A __  vahágahtte
 veahkkái __ A __  viehkedahkes
 vealtameahttun __ A __  vielldemahtes
 vearrái __ A __  nievrre
 vejolašvuohta __ A __  máhttelisvuohta
 vejolaš __ A __  máhttelis
 vilgesvarat __ A __  tjuovggismuodok
 viso __ A __  ålles
 viđajahkásaš __ A __  vidájagák
 vuoigatlaš __ A __  rievtesferduk
 vuoiŋŋalaš __ A __  vuojŋŋalasj
 vuollegaš __ A __  vuollegasj
 vuorddehahtti __ A __  vuordedahtte
 vuordemeahttun __ A __  alvadahtte
 vuostemielat __ A __  vuosstemielak
 vuosttamuš __ A __  vuostasj
 vuovdái __ A __  rundos
 vuovdái __ A __  vuovddá
 vuđolaš __ A __  vuodulasj
 váibmoláđisvuohta __ A __  ármmogisvuohta
 váidalahtti __ A __  vájvve
 váilevaš __ A __  iehpedievalasj
 váilevaš __ A __  vánes
 váimmolaš __ A __  vájmulasj
 váivválaš __ A __  vájválasj
 válgadohkálaš __ A __  válljidahtte
 vánhurskkis __ A __  rievtesferduk
 várrogas __ A __  várrogis
 várrugasat __ A __  várrogisát
 várrugas __ A __  várrogis
 vártnuheapme __ A __  vuorbedibme
 várálašvuohta __ A __  várálasjvuohta
 vásttolaš __ A __  vásstálasj
 váttis __ A __  gássjel
 áhpeheapme __ A __  iesselis
 áhčiheapme __ A __  áhtjedis
 áidnalunddot __ A __  sierra
 áidna __ A __  ájnna
 áigeguovdil __ A __  ájggeguovddelis
 álbmotrievttálaš __ A __  álmmukrievtesvuohta
 álbmái __ A __  biektel
 álás __ A __  rihtsok
 árbevirolaš __ A __  árbbedábálasj
 árgi __ A __  hárgge
 árjjalaš __ A __  vájmmel
 árktalaš __ A __  arktalasj
 árpmolaš __ A __  ármmogis
 árpmuheapme __ A __  ármodibme
 árrat __ A __  árap
 árrat __ A __  árra
 ártet __ A __  imáj
 árvvoheapme __ A __  árvodibme
 ávdin __ A __  ávtas
 ávdin __ A __  åjdå
 ávdugas __ A __  sáluk
 ávkkálaš __ A __  ávkká
 ávkkálaš __ A __  ávkálasj
 ávnnaslaš __ A __  materiælla
 áŋgir __ A __  vissjal
 čalbmes __ A __  tjalmmis
 čalbmeš __ A __  tjalmmis
 čalmmeheapme __ A __  tjalmedibme
 čearddalašvuohta __ A __  tjerdalasjvuohta
 čearddalaš __ A __  tjerdalasj
 šearrat __ A __  sjerrat
 šiega __ A __  sijvvo
 čiegus __ A __  tjiegos
 čieŋal __ A __  tjiegŋal
 šnjilččas __ A __  snjiltjas
 šnjilžžas __ A __  snjiltjas
 čuvgesalit __ A __  tjuovggisalek
 čuvgesfiskat __ A __  tjuovggisruodná
 čuvgesfiskat __ A __  tjuovggisvisská
 čuvgesruoksat __ A __  tjuovggisruoppsat
 čuvgesruoná __ A __  tjuovggisruodná
 čuvgesvarat __ A __  tjuovggismuodok
 čuvgesvuovttat __ A __  tjuovggisvuoptak
 šuvgil __ A __  jåduk
 čáhppesalit __ A __  tjáhppisalek
 čáhppesvuovttat __ A __  tjáhppisvuoptak
 čálalaš __ A __  tjálalasj
 šállošahtti __ A __  vájvve
 čáppagirjjálašvuohta __ A __  tjáppagirjálasjvuohta
 čáppat __ A __  tjábbe
 čáppis __ A __  tjábbe
 bassi __ A __  basse
 boaris __ A __  oames
 reseptiiva __ A __  reseptijvva
 sápmelaš __ A __  sábmelasj
 várálaš __ A __  várálasj
