 accelereret __ V __  akselerierit
 eloxeret __ V __  eloxerit
 emanciperet __ V __  emanciperit
 examineret __ V __  examinerit
 exegeret __ V __  exegerit
 exekveret __ V __  exekverit
 exelleret __ V __  excellerit
 exerperet __ V __  excerperit
 exhaleret __ V __  exhalerit
 existeret __ V __  existerit
 exklameret __ V __  exklamerit
 exkluderet __ V __  exkluderit
 expanderet __ V __  expanderit
 expatrieret __ V __  expatrierit
 expederet __ V __  expederit
 expediteret __ V __  expediterit
 experimenteret __ V __  experimenterit
 expireret __ V __  expirerit
 expliciteret __ V __  expliciterit
 exploateret __ V __  exploaterit
 exploderet __ V __  exploderit
 exponeret __ V __  exponerit
 exporteret __ V __  exporterit
 extemporeret __ V __  extemporerit
 extenderet __ V __  extenderit
 extensiveret __ V __  extensiverit
 extraheret __ V __  extraherit
 extrapoleret __ V __  extrapolerit
 fabrikeret __ V __  fabrikerit
 fallehit __ V __  ládat
 falsifieret __ V __  falsifierit
 fatnat __ V __  vadnat
 fearrat __ V __  verrat
 fertet __ V __  hæhttut
 fidnet __ V __  åttjudit
 fierrat __ V __  vierrat
 filbmet __ V __  filmmit
 fillet __ V __  nárrit
 fisioneret __ V __  fisionerit
 fitnat __ V __  guossidit
 fokuseret __ V __  tjalmostahttet
 fraktioneret __ V __  fraksjonierit
 fuobmát __ V __  ájttsat
 fuolahit __ V __  huksat
 fuolastuvvat __ V __  måråstit
 fuomášit __ V __  gávnnat
 fuomášit __ V __  huomáhit
 fuomášit __ V __  ájttsat
 furageret __ V __  furagerit
 fusioneret __ V __  fusjonierit
 fáktet __ V __  gáhttit
 fárret __ V __  jåhtet
 fátmmastit __ V __  loavddet
 gahččat __ V __  gahttjat
 gakcut __ V __  guohtsat
 galledit __ V __  guossidit
 gallehit __ V __  gallidit
 gallet __ V __  guossit
 garrat __ V __  garrat
 gastit __ V __  gassnet
 geahkat __ V __  gehkat
 geahnohuvvat __ V __  hæboduvvat
 geahpidit __ V __  binnedit
 geahčestit __ V __  gehtjastit
 geahččaladdat __ V __  gæhttjaladdat
 geahččalit __ V __  gæhttjalit
 geardduhit __ V __  gærddodit
 geardut __ V __  gærddot
 geargat __ V __  gærggat
 gearjidit __ V __  ánodit
 geasuhit __ V __  råhtåsit
 geavahit __ V __  aneduvvat
 geavvat __ V __  gevvat
 geađgádit __ V __  gierggit
 geažuhit __ V __  gætjájdallat
 geiget __ V __  tsåggåt
 giddet __ V __  dahppat
 giddet __ V __  stieggit
 gihčat __ V __  gitjárdit
 gillet __ V __  gillat
 gillát __ V __  vaháguvvat
 gilvalit __ V __  gilppot
 gilvvohallat __ V __  gilpustallat
 girdit __ V __  girddet
 glorifieret __ V __  glorifierit
 goahcat __ V __  gåhtsat
 goaikut __ V __  goajkkot
 goallostit __ V __  sjåpkadit
 goallut __ V __  goallot
 goargŋut __ V __  goarŋŋot
 goarrut __ V __  goarrot
 goikat __ V __  gåjkkåt
 golahit __ V __  gållådit
 goldnat __ V __  gållnåt
 golgat __ V __  gålggåt
 golladit __ V __  gålådit
 gollat __ V __  gållåt
 gorgŋet __ V __  guohtsat
 gossat __ V __  gåssåt
 gosádit __ V __  gåsådit
 govvidit __ V __  gåvådit
 gozihit __ V __  gåtsedit
 gođđat __ V __  gådet
 gođđit __ V __  gådet
 gudnejahttit __ V __  guddnedit
 guhkidit __ V __  guhkedit
 guhkkat __ V __  guhkket
 gulahallat __ V __  guládallat
 gulaskuddat __ V __  guláskuddat
 gullat __ V __  gullut
 gullot __ V __  gullut
 gulustuvvat __ V __  gulástit
 guohtut __ V __  guohtot
 guoirat __ V __  livvot
 guorahallat __ V __  guoradallat
 guoskkahit __ V __  guosskadit
 guođohit __ V __  ræjnnuhit
 guođđit __ V __  guodet
 gurpat __ V __  gurppit
 gádjut __ V __  gádjot
 gáhttet __ V __  gáhttit
 gáhččat __ V __  gáhttjat
 gájodit __ V __  gádjot
 gánnáhit __ V __  lijssit
 gárdut __ V __  gieladit
 gárgidit __ V __  tjahkkit
 gárihuvvat __ V __  gáriduvvat
 gártat __ V __  sjaddat
 gártet __ V __  kárttit
 gárvet __ V __  gárvedit
 gárvvistit __ V __  gárvedit
 gásttašit __ V __  gástadit
 gávastallat __ V __  gávastallat
 gávdnot __ V __  gávnnut
 gávppašit __ V __  oasástallat
 gávvasit __ V __  gávvat
 haksot __ V __  tjivrijdit
 heaibut __ V __  fággádit
 heavahit __ V __  dåssjådit
 heavvanit __ V __  fællat
 heaŋgát __ V __  gáhtjadit
 heađuštit __ V __  hieredit
 hehttet __ V __  hieredit
 heivehit __ V __  hiebadit
 heivet __ V __  hiehpat
 heŋget __ V __  givnnjat
 hirpmástuvvat __ V __  alvaduvvat
 huikit __ V __  huvkadit
 hukset __ V __  dahkat
 hábmet __ V __  hábbmit
 háikit __ V __  ruodjat
 hálddašit __ V __  háldadit
 hállat __ V __  hållat
 hárjehallat __ V __  hárjjidallat
 hávkat __ V __  hávkkat
 identifieret __ V __  identifierit
 ihtit __ V __  ihtet
 ijastit __ V __  ijástit
 illosit __ V __  ávvusit
 illudit __ V __  ávvudallat
 imaštallat __ V __  imájdallat
 injiceret __ V __  injisierit
 inspekteret __ V __  inspekterit
 institutionaliseret __ V __  institusjonalisierit
 integreret __ V __  avtastahttet
 intensifieret __ V __  intensifierit
 internationaliseret __ V __  internationaliserit
 internašunaliseret __ V __  internasjonalisierit
 intresseret __ V __  intresserit
 irggástallat __ V __  irgástallat
 iskat __ V __  åtsådit
 ivdnet __ V __  bájnnit
 jallat __ V __  jallat
 jazzifieret __ V __  jazzifierit
 jearadit __ V __  gatjádallat
 jearahallat __ V __  gatjádallat
 jearahit __ V __  gatjádallat
 jearrat __ V __  gatjádit
 jiellat __ V __  suojgestit
 jienastit __ V __  jienastit
 jietnadit __ V __  jiednat
 joatkašuvvat __ V __  joarkeduvvat
 joavdat __ V __  jåvsådit
 jorrat __ V __  jållåt
 jorrat __ V __  jårråt
 jorrat __ V __  skerrulit
 jođihit __ V __  jådedit
 jođálmahttit __ V __  åvdedit
 juksat __ V __  jåksåt
 juoigat __ V __  juojggat
 juollut __ V __  vaddet
 jurddahit __ V __  ájádallat
 jurdilit __ V __  ájádallat
 jurrat __ V __  jurijdit
 jurrat __ V __  jurrat
 jáddat __ V __  jáddat
 jápmit __ V __  jábmet
 jávkat __ V __  gáhtot
 jávohuvvat __ V __  sjávvunit
 kalcineret __ V __  kalcinerit
 kalkyleret __ V __  kalkylerit
 kautioneret __ V __  kautionerit
 kockeleret __ V __  kockelerit
 kodifieret __ V __  kodifierit
 koloniseret __ V __  kolonisierit
 kommenteret __ V __  moalgedit
 koncentreret __ V __  koncentrerit
 koncipieret __ V __  koncipierit
 konfirmeret __ V __  konfirmierit
 konsulteret __ V __  konsultierit
 kontet __ V __  kånntit
 konvojeret __ V __  konvojerit
 konvoluteret __ V __  konvoluterit
 kopieret __ V __  moattedit
 krackeleret __ V __  krackelerit
 kritiseret __ V __  lájttet
 kryptifieret __ V __  kryptifierit
 kvantifieret __ V __  kvantifierit
 kártet __ V __  kárttit
 lackeret __ V __  lackerit
 lahkonit __ V __  lahkanit
 leabbut __ V __  luobbot
 leavvat __ V __  gæjvvanit
 levereret __ V __  levererit
 licensieret __ V __  licensierit
 liehmudit __ V __  biváldit
 lieđđut __ V __  giedjegahttet
 ligget __ V __  lieggit
 lihcohallat __ V __  ålgodit
 lihkadit __ V __  labudallat
 lihkahallat __ V __  labudallat
 lihkkat __ V __  badjánit
 lihkostuvvat __ V __  vuorbástuvvat
 lihtodit __ V __  lihttot
 loaiddastit __ V __  låjdåstit
 logahallat __ V __  låhkåt
 lohkat __ V __  javllat
 loktet __ V __  låpptit
 lonet __ V __  luojkkat
 lonuhit __ V __  lånudit
 lošeret __ V __  logerit
 loškit __ V __  lissjkot
 lubmet __ V __  láddit
 luddet __ V __  luoddit
 luoddanit __ V __  luottanit
 luohttit __ V __  åskeldit
 luvvet __ V __  luovvit
 láddat __ V __  láddat
 láddjet __ V __  sláddjit
 lágidit __ V __  ásadit
 láhčit __ V __  hiebadit
 láidet __ V __  lájddit
 láigohit __ V __  lájggit
 lápmahuvvat __ V __  gállnat
 lávet __ V __  bruvkkut
 lávgut __ V __  lávggot
 lávket __ V __  lávkkit
 mahkaluššat __ V __  gådnat
 mannut __ V __  lállet
 maximaliseret __ V __  maximaliserit
 maximeret __ V __  maximerit
 mašineret __ V __  maskinierit
 meaddit __ V __  mieddet
 meahcástit __ V __  tjuohppat
 meallut __ V __  ájrustit
 meannudit __ V __  giehtadallat
 medicineret __ V __  medisinierit
 meilet __ V __  miejllit
 menestuvvat __ V __  vuorbástuvvat
 meriteret __ V __  mieriterit
 merket __ V __  mierkkit
 meroštallat __ V __  merustallat
 meroštit __ V __  merustit
 miehtat __ V __  miededit
 mieskat __ V __  miesskat
 mihtidit __ V __  mihttit
 missioneret __ V __  misjonierit
 mišuneret __ V __  misjonierit
 moaráskit __ V __  moarádit
 moddját __ V __  måjudit
 modifieret __ V __  modifierit
 mojohallat __ V __  måjudallat
 molsašuddat __ V __  variierit
 monnet __ V __  månnit
 moraštit __ V __  surggat
 morihit __ V __  smaredit
 mortifieret __ V __  mortifierit
 motioneret __ V __  motionerit
 mousseret __ V __  mousserit
 movttiidahttit __ V __  måvtåstuhttet
 muddet __ V __  hiebadit
 muittašit __ V __  mujttalit
 muittuhit __ V __  mujttádit
 mumifieret __ V __  mumifierit
 muosáhit __ V __  muossádit
 murdit __ V __  murddet
 murjet __ V __  muorjjit
 murret __ V __  muorrit
 mystifieret __ V __  mystifierit
 máhccat __ V __  máhttsat
 máidnut __ V __  sárnnot
 máinnastit __ V __  subtsastit
 málet __ V __  mállit
 márfut __ V __  márffit
 mátkkoštit __ V __  maneldit
 máŋget __ V __  moattedit
 nanosmuvvat __ V __  gievrrot
 nationaliseret __ V __  nasjonalisierit
 navdit __ V __  nabddet
 nazifieret __ V __  nazifierit
 neaktit __ V __  oavdástallat
 nealgut __ V __  nælggot
 neavvut __ V __  oajvvadit
 neavvut __ V __  vágodit
 negligeret __ V __  negligerit
 nettobušeteret __ V __  nettobudjeterit
 njaddit __ V __  njaddet
 njaldit __ V __  njadtsot
 njallat __ V __  njallat
 njiedjat __ V __  binnot
 njihkut __ V __  njihkot
 njoallut __ V __  njoallot
 njoammudit __ V __  dæhppodit
 njoammut __ V __  njoammot
 njoarostit __ V __  sjuohppit
 njoarrat __ V __  njårrat
 njoarrat __ V __  snjårrat
 njuikestallat __ V __  tjællot
 njuiket __ V __  gahppadit
 njuikut __ V __  gahppat
 njulget __ V __  njuolggit
 njuoskat __ V __  njuosskat
 njágahit __ V __  njágadit
 njáhkat __ V __  njáhkat
 njálbmut __ V __  njálmostit
 njávgit __ V __  njávgget
 njávgut __ V __  njávggot
 nohkkat __ V __  nåhkkåt
 nohkkot __ V __  nåhkåt
 normeret __ V __  normierit
 nuoskkidit __ V __  nuoskodit
 nuppástuvvat __ V __  ietjájduvvat
 náitalit __ V __  válldut
 nákcet __ V __  nahkat
 návddahit __ V __  návddahit
 návddašit __ V __  návddahit
 oaffaruššat __ V __  værrodit
 oahpahit __ V __  åhpadit
 oahpásmuvvat __ V __  oahpástuvvat
 oainnusmahttit __ V __  tjalmostahttet
 oajuhit __ V __  oadjot
 oassálastit __ V __  sæbrrat
 oasálastit __ V __  sæbrrat
 oađđit __ V __  oadet
 ockulteret __ V __  ockulterit
 ockuperet __ V __  ockuperit
 ohcalit __ V __  åhtsålit
 oktiiheivehit __ V __  aktidit
 oktiiordnet __ V __  aktidit
 oktiičaskit __ V __  avtastahttet
 olahit __ V __  jåksåt
 ollašuvvat __ V __  ålliduvvat
 ollet __ V __  jåksåt
 ollit __ V __  jåvsådit
 operationaliseret __ V __  operasjonalisierit
 ordnet __ V __  biejadit
 orostallat __ V __  årrot
 ovdanbuktit __ V __  åvddåjbuktet
 ovdanbuktit __ V __  åvddånbuktet
 ovddidit __ V __  åvddånahttet
 ovttastahttit __ V __  aktidit
 ovttastit __ V __  aktidit
 ođasmahttit __ V __  ådåstuhttet
 oččodit __ V __  åttjudit
 parcelleret __ V __  parcellerit
 participeret __ V __  participerit
 permiteret __ V __  permittierit
 personifieret __ V __  personifierit
 ploget __ V __  pluovvit
 plánet __ V __  plánit
 politihkket __ V __  politihkkit
 positioneret __ V __  positionerit
 preciseret __ V __  preciserit
 prentet __ V __  prienntit
 procederet __ V __  procederit
 processeret __ V __  processerit
 profiteret __ V __  profiterit
 protegeret __ V __  protegerit
 radieret __ V __  radierit
 rahčat __ V __  rahtjat
 rahčat __ V __  ráhttjat
 raporteret __ V __  diededit
 raporteret __ V __  rapportierit
 rasttidit __ V __  rasstit
 rasttildit __ V __  rasstit
 rationaliseret __ V __  rasjonalisierit
 rationeret __ V __  rasjonierit
 ravgat __ V __  ravggat
 reaškit __ V __  slehtjat
 recenseret __ V __  recenserit
 recirkuleret __ V __  recirkulerit
 reflexeviseret __ V __  reflexeviserit
 registreret __ V __  registrierit
 reguleret __ V __  regulierit
 regummeret __ V __  regummiierit
 rehkenastit __ V __  riekknit
 rekruteret __ V __  rekruttierit
 rekryteret __ V __  rekryterit
 rektifieret __ V __  rektifierit
 reminisceret __ V __  reminisierit
 repliceret __ V __  replisierit
 resocialiseret __ V __  resocialiserit
 revolutioneret __ V __  revolutionerit
 ribahit __ V __  láhppet
 riegádahttit __ V __  riegádahttet
 riepmat __ V __  álgget
 rievdadit __ V __  rievddadit
 rievdat __ V __  rievddat
 rievidit __ V __  rievvot
 rihkkut __ V __  mieddet
 riibat __ V __  rijbbat
 riidet __ V __  rijddit
 rikoschetteret __ V __  rikoschetterit
 riŋget __ V __  riŋŋgut
 roasmmehuvvat __ V __  hávváduvvat
 rohkadallat __ V __  råhkålit
 rohttestit __ V __  sluvgestit
 rohttet __ V __  råhttit
 rokket __ V __  råhkkit
 rullet __ V __  sláddit
 rumsteret __ V __  rumsterit
 ruohtastit __ V __  ruohtastit
 ruohttat __ V __  ruohttat
 ruohčat __ V __  ruohtjat
 ruossat __ V __  ruossat
 russifieret __ V __  russifierit
 russiinávlet __ V __  ruossinávllit
 ruvssodit __ V __  ruopsudit
 ráfáidahttit __ V __  ráfájduhttet
 ráhkistit __ V __  iehttset
 ráhkkanit __ V __  gárvedit
 ráhkásmuvvat __ V __  gierrot
 rámidit __ V __  rámmpot
 rámiidit __ V __  rámmpot
 rámpot __ V __  rámmpot
 rásket __ V __  rásskit
 rávvet __ V __  vágodit
 ráŋggáštit __ V __  stráffut
 sahát __ V __  sáhkkut
 sajáidahttit __ V __  sajájduhttet
 sajáiduvvat __ V __  sajájduvvat
 sajálduhttit __ V __  sajájduhttet
 saluteret __ V __  saluterit
 satisfieret __ V __  satisfierit
 savkalit __ V __  tsabmat
 schamponeret __ V __  schamponerit
 schematiseret __ V __  schematiserit
 seaguhit __ V __  segadit
 seaguhit __ V __  sehkanit
 seailut __ V __  rijbbat
 seaivut __ V __  sæjvvot
 seanadit __ V __  semadit
 sektioneret __ V __  sektionerit
 sentrifuget __ V __  sentrifugierit
 siffreret __ V __  siffrerit
 sihkkarastit __ V __  sihkarasstet
 sihkkelastit __ V __  syhkaldit
 sillet __ V __  sillit
 simplifieret __ V __  simplifierit
 sisafievrridit __ V __  tjáledit
 sisttisdoallat __ V __  sisadnet
 skeletteret __ V __  skeletterit
 skihtardit __ V __  skidárdit
 skillat __ V __  skillat
 skáhppot __ V __  ássat
 smiehttat __ V __  ájádallat
 smávvet __ V __  smájvvit
 soahpat __ V __  såhpat
 soahtat __ V __  doarrot
 soalssidit __ V __  soalssot
 soardit __ V __  biejsstet
 socialiseret __ V __  socialiserit
 sodjat __ V __  sådjåt
 solliciteret __ V __  solliciterit
 sorbmet __ V __  sårmmit
 sorját __ V __  gahtsahit
 speadjalastit __ V __  spiedjilasstet
 speadjat __ V __  spedjat
 speallat __ V __  spellat
 specialiseret __ V __  specialiserit
 spesifieret __ V __  spesifierit
 spiehkastit __ V __  svahkastit
 spihččet __ V __  ruosskit
 stajidit __ V __  rievvot
 stationeret __ V __  stationerit
 stencileret __ V __  stencilerit
 stenografet __ V __  stenografierit
 stivret __ V __  stivrrit
 stratifieret __ V __  stratifierit
 struktureret __ V __  strukturierit
 studeret __ V __  låhkåt
 stunžet __ V __  stuhtjat
 stuorrut __ V __  stuorrot
 succederet __ V __  succederit
 suddat __ V __  suddat
 suddjet __ V __  suoddjit
 suhkat __ V __  suhkat
 suitit __ V __  rásskit
 suohtastallat __ V __  suohtastallat
 suoibut __ V __  slágut
 suokkardallat __ V __  ságastallat
 suokkardit __ V __  åtsådit
 suppleeret __ V __  suppleerit
 supplikeret __ V __  supplikkierit
 surggiidit __ V __  suorgudit
 ságastit __ V __  ságastit
 ságaškuššat __ V __  árvvaladdat
 sáhtostit __ V __  sáhttet
 sárget __ V __  tjuorggat
 tatueret __ V __  tatuerit
 taxeret __ V __  taxerit
 teknifieret __ V __  teknifierit
 telexeret __ V __  telexerit
 tevdnet __ V __  tjuorggat
 textureret __ V __  texturerit
 tiŋgot __ V __  diŋŋgut
 torteret __ V __  torterit
 toucheret __ V __  tusjierit
 trafikeret __ V __  trafikerit
 transiteret __ V __  transiterit
 transkriberet __ V __  transskribierit
 tuscheret __ V __  tuscherit
 typifieret __ V __  typifierit
 uhkidit __ V __  ájttet
 unnut __ V __  binnot
 vaccineret __ V __  vaccinerit
 vajuldit __ V __  vajoldit
 valáštallat __ V __  valástallat
 vardit __ V __  varddet
 veadjit __ V __  viedjet
 veallát __ V __  vellahit
 vealtat __ V __  vielldet
 veardidit __ V __  buohtastahttet
 velohallat __ V __  veludallat
 verifieret __ V __  verifierit
 versifieret __ V __  versifierit
 viggat __ V __  viggat
 vindiceret __ V __  vindicerit
 virgádit __ V __  virgádit
 vuhtiiváldit __ V __  vieledit
 vuhttot __ V __  vuohttut
 vuodjat __ V __  vuodjat
 vuohttut __ V __  vuohttot
 vuoimmehuvvat __ V __  fámoduvvat
 vuojehit __ V __  vuojedit
 vuolggahit __ V __  álgadit
 vuolláičállit __ V __  vuollájtjállet
 vuorjašuvvat __ V __  måråstit
 vuosttaldit __ V __  vuosteldit
 vuostálastit __ V __  vuosteldit
 vuostáváldit __ V __  vuosstájválldet
 vuoššat __ V __  vuossjat
 vuođđuduvvat __ V __  vuododit
 vurket __ V __  vuorkudit
 vádjolit __ V __  valkadit
 váibat __ V __  vájbbat
 váidalit __ V __  gujddit
 váidit __ V __  gujddit
 váikkuhit __ V __  vájkkudit
 váilut __ V __  vájllut
 váivašuvvat __ V __  vájvástuvvat
 vákšot __ V __  váksjot
 válbmanit __ V __  gárvedit
 váldit __ V __  sebrudahttet
 váldit __ V __  vieledit
 vásihit __ V __  vásedit
 vássit __ V __  vásset
 vázzit __ V __  vádtset
 ábuhit __ V __  lijssit
 ádjit __ V __  vuodjelit
 áibbašit __ V __  åhtsålit
 áidut __ V __  gárddot
 áimmahuššat __ V __  bisodit
 áittardit __ V __  dåmadit
 ákkastallat __ V __  argumentierit
 álkidahttit __ V __  giehpedit
 ánssášit __ V __  ánssidit
 árbet __ V __  árbbit
 árkkášit __ V __  ármestit
 ásahit __ V __  ásadit
 ásaiduvvat __ V __  årrudahttet
 átnut __ V __  ádnot
 ávkinatnit __ V __  ávkástallat
 ávkkástallat __ V __  ávkástallat
 áŋgiruššat __ V __  rahtjat
 čalgat __ V __  tjalggat
 čalmmehuhttit __ V __  tjalmeduhttet
 čalmmustahttit __ V __  tjalmostahttet
 čanadit __ V __  tjanádit
 čatnašuvvat __ V __  tjanáduvvat
 čavget __ V __  tjavggit
 šeneret __ V __  generit
 šiehtadallat __ V __  sjiehtadallat
 čiekŋut __ V __  tjiegŋot
 čielgat __ V __  tjielggat
 čielggadit __ V __  tjielgadit
 čierastallat __ V __  tjerastallat
 čierastit __ V __  tjerastit
 čierrut __ V __  tjierrot
 šiitit __ V __  vuornnot
 čippostallat __ V __  buolvvedit
 čippostit __ V __  buolvvedit
 čiŋadit __ V __  tjievllit
 šnjilžut __ V __  snjilltjat
 šnjirrat __ V __  snjirrat
 čoagganit __ V __  tjåhkanit
 čoahkkanit __ V __  tjåhkanit
 čoahkkáigeassit __ V __  tjoahkkájgiesset
 čoalkkuhit __ V __  tsoalkodit
 šoallat __ V __  sjåvvat
 čoallut __ V __  tjoallot
 čoaskut __ V __  tjoasskot
 čohkkát __ V __  tjåhkkåhit
 čohkánit __ V __  tjåhkkidit
 šolget __ V __  suddat
 čollet __ V __  tjoallit
 čollut __ V __  tjållot
 čorget __ V __  rádjat
 čugget __ V __  tjuoggit
 čujuhit __ V __  vuosedit
 čuodjat __ V __  tjuodjat
 čuohcat __ V __  vájkkudit
